iter	MultiClass
391	0.278751567
392	0.2784849353
393	0.2780953513
394	0.2774939572
395	0.2765146398
396	0.2758138453
397	0.2751647677
398	0.2740812916
399	0.2735998516
400	0.2729094733
401	0.2724701653
402	0.2717122873
403	0.271515707
404	0.2709453585
405	0.270477049
406	0.2702522002
407	0.2698907317
408	0.2693362053
409	0.2689270768
410	0.2686020105
411	0.2680077411
412	0.2671213029
413	0.2666166126
414	0.2662296543
415	0.2661539936
416	0.2658479727
417	0.2654010253
418	0.2649538305
419	0.2644813655
420	0.264278172
421	0.2639433696
422	0.2633400149
423	0.2629928886
424	0.262395663
425	0.262014329
426	0.2614694969
427	0.2609790208
428	0.2605922907
429	0.2600378699
430	0.259511055
431	0.2592964211
432	0.2591801018
433	0.2585699877
434	0.2583029385
435	0.2578474987
436	0.2572767127
437	0.2567425186
438	0.2561211783
439	0.25581821
440	0.2555692023
441	0.2550666969
442	0.2548240264
443	0.2543371637
444	0.2538725518
445	0.2535868514
446	0.2530857082
447	0.2527208158
448	0.2520394042
449	0.25159548
450	0.2511869302
451	0.2507123983
452	0.2503919769
453	0.2500898171
454	0.2496920631
455	0.249338376
456	0.2489900977
457	0.2484865422
458	0.2480399435
459	0.2476845651
460	0.2472525337
461	0.2469506224
462	0.2467469311
463	0.2464981947
464	0.2463539314
465	0.2460142481
466	0.2455512727
467	0.2454071858
468	0.2448955553
469	0.2443117453
470	0.2441264001
471	0.243524298
472	0.2428401023
473	0.2423517064
474	0.2415954796
475	0.2412837834
476	0.2411177433
477	0.2409983689
478	0.2406650038
479	0.2401102826
480	0.2399204581
481	0.2394648497
482	0.2389536931
483	0.2382519183
484	0.2379476577
485	0.2376221791
486	0.2371666689
487	0.2369329502
488	0.2365451429
489	0.2360329795
490	0.2357454657
491	0.2352580939
492	0.2350716663
493	0.2346178205
494	0.2342765264
495	0.2338555772
496	0.2336561318
497	0.2332015359
498	0.2325312143
499	0.2321105039
500	0.2317870686
501	0.2316785287
502	0.2314369603
503	0.2312080517
504	0.2308352853
505	0.2304260872
506	0.2299866918
507	0.2294900003
508	0.2294011153
509	0.2291771112
510	0.2287363891
511	0.2284245911
512	0.2279770359
513	0.2276457622
514	0.2273867073
515	0.2269448523
516	0.2265981327
517	0.2262311692
518	0.2255166976
519	0.2253478088
520	0.2249776282
521	0.2243045024
522	0.2237342287
523	0.2234069018
524	0.2229799574
525	0.2224570107
526	0.2221367536
527	0.2218255311
528	0.2215088348
529	0.2211077573
530	0.2209356906
531	0.2205909199
532	0.2203411279
533	0.220245377
534	0.2197254097
535	0.2192929393
536	0.2190006875
537	0.2184790095
538	0.2182773181
539	0.218030562
540	0.2179067721
541	0.2174944826
542	0.2171428601
543	0.2166944013
544	0.2163835948
545	0.216082337
546	0.2157030005
547	0.2155197405
548	0.2149174638
549	0.2145735383
550	0.2141917175
551	0.2137128916
552	0.2134733042
553	0.2133129353
554	0.2130957946
555	0.2125757729
556	0.212182117
557	0.211795311
558	0.2115571751
559	0.2113048543
560	0.2109515301
561	0.2106641799
562	0.2104563224
563	0.2102520922
564	0.2099225396
565	0.2097269357
566	0.2094297249
567	0.2092924639
568	0.2091928759
569	0.2089379973
570	0.2083883513
571	0.2080659278
572	0.2080375242
573	0.2078695666
574	0.207409482
575	0.2071799004
576	0.2070315165
577	0.2066123735
578	0.2062408526
579	0.2059682399
580	0.205518119
581	0.2052297175
582	0.2049083829
583	0.2045893855
584	0.2043988627
585	0.2041790505
586	0.2041343086
587	0.2038407251
588	0.2034282138
589	0.2030846886
590	0.2028319077
591	0.2025935128
592	0.2022426666
593	0.2018800353
594	0.2015651808
595	0.2012943913
596	0.2011741225
597	0.201008352
598	0.2008570441
599	0.2004668186
600	0.2000973398
601	0.199772431
602	0.1994617043
603	0.199098415
604	0.1985967874
605	0.1983082275
606	0.1978981176
607	0.1975362001
608	0.1973742201
609	0.197012526
610	0.196718287
611	0.1964230623
612	0.1962647445
613	0.196004467
614	0.1957855501
615	0.1954230073
616	0.1951203321
617	0.1949234602
618	0.1945012422
619	0.1938551918
620	0.19341115
621	0.1931645871
622	0.1929935642
623	0.1925167294
624	0.1923210641
625	0.1921270955
626	0.1918281169
627	0.1915349366
628	0.1913931812
629	0.1911100511
630	0.1908202834
631	0.1905169276
632	0.1901873967
633	0.1897428908
634	0.1895957392
635	0.1893927062
636	0.1891899399
637	0.1890431015
638	0.1886288616
639	0.1884438576
640	0.1881366303
641	0.1879485111
642	0.1876756301
643	0.1874023979
644	0.1870229139
645	0.186720338
646	0.1864240215
647	0.1863383418
648	0.1860446142
649	0.1857006969
650	0.1854376851
651	0.1852609906
652	0.1849916475
653	0.1846413141
654	0.184396501
655	0.1842452642
656	0.1840755079
657	0.1839095935
658	0.1835718868
659	0.1833979584
660	0.1831558822
661	0.1829176141
662	0.1828515252
663	0.182527521
664	0.1823474812
665	0.1819401482
666	0.1815806404
667	0.1813581847
668	0.1810208609
669	0.1807191715
670	0.1805001266
671	0.1803848636
672	0.1802082757
673	0.1799579077
674	0.1796656324
675	0.1794091806
676	0.1791914539
677	0.1790644919
678	0.1786454926
679	0.1783486753
680	0.1780998384
681	0.1778764587
682	0.177660559
683	0.1774708067
684	0.1770850663
685	0.1766469575
686	0.1764445106
687	0.1761388311
688	0.1759506797
689	0.1757325199
690	0.1754657815
691	0.1753299919
692	0.1751165318
693	0.1747939244
694	0.1746009635
695	0.1744097273
696	0.1742037682
697	0.1738377488
698	0.1733872112
699	0.1731470881
700	0.172985975
701	0.1727050724
702	0.1724677159
703	0.1722439482
704	0.1719065347
705	0.1717744423
706	0.1715570058
707	0.1713207936
708	0.171213297
709	0.1708289636
710	0.1706180257
711	0.170487345
712	0.1702328533
713	0.1700380418
714	0.1698271798
715	0.1694983658
716	0.1693239618
717	0.1692186795
718	0.1691041812
719	0.1689492768
720	0.1687639495
721	0.1685933183
722	0.1684558392
723	0.1683008402
724	0.1680672398
725	0.1678553152
726	0.1677207883
727	0.167255144
728	0.1670070098
729	0.1668228857
730	0.1664812073
731	0.1661253728
732	0.1659072603
733	0.165823907
734	0.1656796281
735	0.1654994466
736	0.1653621106
737	0.1651651957
738	0.1650326049
739	0.1647929468
740	0.1645467273
741	0.1643413809
742	0.1641549169
743	0.1639136635
744	0.163746505
745	0.1635376731
746	0.1633927241
747	0.1632186137
748	0.1629090403
749	0.1627520302
750	0.1626052851
751	0.1624831197
752	0.162306888
753	0.1621253354
754	0.1618385885
755	0.1616450769
756	0.1614359071
757	0.1611777266
758	0.1609717483
759	0.1608208044
760	0.160726847
761	0.1603971573
762	0.160242742
763	0.1601065475
764	0.159815694
765	0.1595782102
766	0.1593631935
767	0.1591546695
768	0.158941904
769	0.1587573939
770	0.1585151304
771	0.1582835137
772	0.1581750266
773	0.1579357082
774	0.1577963733
775	0.1576895738
776	0.1575909817
777	0.1573904794
778	0.157223608
779	0.1570475509
780	0.1569019225
781	0.1567169775
782	0.1565449536
783	0.1563232019
784	0.1560904763
785	0.1559324049
786	0.1557796872
787	0.1556780897
788	0.155431652
789	0.15514402
790	0.1548939897
791	0.1547980678
792	0.1546532643
793	0.1543187349
794	0.1541905231
795	0.1539830451
796	0.1538935498
797	0.1536827486
798	0.1535184028
799	0.1533682944
800	0.1531942968
801	0.1530916951
802	0.1528880743
803	0.1527139779
804	0.1525836994
805	0.1524273683
806	0.1523429395
807	0.1521544474
808	0.1518850644
809	0.1516507924
810	0.15138697
811	0.1513039277
812	0.1510952967
813	0.1509037895
814	0.1507797315
815	0.1506943108
816	0.1505501946
817	0.1504253174
818	0.1502369944
819	0.150013819
820	0.1499337589
821	0.1497236196
822	0.1495592967
823	0.149515333
824	0.1493240789
825	0.1492015219
826	0.1490148708
827	0.1488521352
828	0.1486107242
829	0.1483804689
830	0.1482635339
831	0.1481196302
832	0.1479158488
833	0.1477850029
834	0.1476359768
835	0.1475766391
836	0.1473140954
837	0.1471695702
838	0.1470772512
839	0.1469476379
840	0.1468071277
841	0.1466532321
842	0.1464846691
843	0.1463680063
844	0.146182212
845	0.1460249492
846	0.1458853291
847	0.1457245585
848	0.1455888569
849	0.1455152393
850	0.1453584645
851	0.145115845
852	0.1449549686
853	0.1448927745
854	0.1447326976
855	0.1445746242
856	0.1444814594
857	0.1443439371
858	0.1440788907
859	0.1438352562
860	0.1437662796
861	0.1436365797
862	0.1435433344
863	0.1433934389
864	0.1431557823
865	0.142994482
866	0.1428818519
867	0.1426748578
868	0.1425619276
869	0.1424880177
870	0.1424391822
871	0.1423320324
872	0.1421031887
873	0.1418993196
874	0.141564541
875	0.1414338464
876	0.1412833489
877	0.1411417717
878	0.1408765086
879	0.140741112
880	0.1406163265
881	0.140433215
882	0.1402858942
883	0.1400311677
884	0.139858886
885	0.139740805
886	0.139622064
887	0.1394757862
888	0.139341946
889	0.1391228461
890	0.1389783486
891	0.138866049
892	0.1386964686
893	0.1385320251
894	0.1383653932
895	0.1382588883
896	0.1381426743
897	0.1379924316
898	0.1378516125
899	0.1377667614
900	0.1376014978
901	0.1373737015
902	0.1372726583
903	0.1372134239
904	0.1370674633
905	0.1370051317
906	0.1368704214
907	0.1367511415
908	0.1366413898
909	0.1365163463
910	0.1363971574
911	0.1363160849
912	0.1361705252
913	0.136017252
914	0.1358930957
915	0.1358178353
916	0.1356182219
917	0.135470699
918	0.1353583666
919	0.135213093
920	0.1351057543
921	0.1349884593
922	0.134872984
923	0.1347850962
924	0.1346762531
925	0.1345616829
926	0.1344145034
927	0.1343358195
928	0.1342534598
929	0.1341343124
930	0.1340113346
931	0.1338368709
932	0.1335644048
933	0.1334795953
934	0.1333466035
935	0.1332223378
936	0.133071387
937	0.1329480254
938	0.1328503174
939	0.1327368505
940	0.1324968891
941	0.1324415492
942	0.1323002098
943	0.1321853519
944	0.1319679616
945	0.1317915334
946	0.1317108315
947	0.1316020527
948	0.1314852358
949	0.1314412205
950	0.1312939736
951	0.1312603607
952	0.131149344
953	0.1310581811
954	0.1309540094
955	0.1308214744
956	0.1306233361
957	0.1305042678
958	0.1304463062
959	0.1303624748
960	0.1302839719
961	0.130251054
962	0.130148682
963	0.1300386213
964	0.1299025712
965	0.1297799119
966	0.1296455607
967	0.129462621
968	0.1294294193
969	0.1293419837
970	0.1292011336
971	0.129047522
972	0.1289834645
973	0.1288687197
974	0.12879468
975	0.1287179149
976	0.1285782622
977	0.1284298342
978	0.1283199332
979	0.1282420865
980	0.1281268581
981	0.1280010608
982	0.1279199832
983	0.1277423714
984	0.1276083096
985	0.1275379298
986	0.1274450266
987	0.1273597501
988	0.1273067481
989	0.1272073679
990	0.1270993984
991	0.1269540854
992	0.1268026222
993	0.1266233457
994	0.1265703302
995	0.12640883
996	0.1262633681
997	0.1260844802
998	0.1259187647
999	0.1258114622
